Date,PageName,TrafficSource,TrafficType,Users,Sessions,BounceRate,SessionDurationSeconds,PagesPerSession,EngagementRate,ConversionRate,GoalCompletions,EventCount,PagePerformance
2025-02-12,Home,Organic Search,Organic,4,5,0.5793,79.39,4.22,0.4097,0.0726,0,55,Low Performing
2025-02-12,Home,Social,Social,11,12,0.5472,223.57,2.2,0.4537,0.0629,0,80,Low Performing
2025-02-12,Products,Direct,Direct,10,11,0.4806,44.26,3.2,0.5318,0.0724,0,66,Low Performing
2025-02-12,Services,Referral,Referral,4,4,0.4683,460.5,2.75,0.5268,0.0524,0,32,Average Performing
2025-02-12,Blog,Referral,Referral,6,7,0.5099,345.71,2.26,0.5374,0.077,0,29,Average Performing
2025-02-13,FAQ,Social,Social,2,2,0.5207,75.48,2.05,0.4733,0.0212,0,12,Low Performing
2025-02-13,Products,Organic Search,Organic,1,2,0.4434,215.15,2.41,0.5695,0.0417,0,14,Low Performing
2025-02-13,Pricing,Organic Search,Organic,8,9,0.4934,184.87,4.9,0.5332,0.0693,1,120,High Performing
2025-02-13,Products,Organic Search,Organic,5,5,0.4767,131.1,3.34,0.5341,0.0848,0,30,Low Performing
2025-02-13,FAQ,Direct,Direct,4,4,0.5398,74.2,3.82,0.4325,0.0634,0,44,Low Performing
2025-02-13,Checkout,Referral,Referral,4,5,0.5018,81.45,4.34,0.4957,0.0749,1,50,Average Performing
2025-02-13,Services,Direct,Direct,7,7,0.4102,41.35,3.87,0.5383,0.0665,1,65,Average Performing
2025-02-13,Landing Page,Organic Search,Organic,1,1,0.4639,50.15,2.16,0.5644,0.0354,0,4,Average Performing
2025-02-13,Products,Organic Search,Organic,7,7,0.5009,77.71,1.69,0.4989,0.0406,1,67,Low Performing
2025-02-14,Home,Referral,Referral,10,11,0.5434,282.42,2.73,0.4124,0.0623,2,118,Low Performing
2025-02-14,Landing Page,Referral,Referral,9,10,0.5232,230.97,3.42,0.4826,0.0471,1,87,Average Performing
2025-02-14,Blog,Paid Search,Paid,4,4,0.4509,93.45,2.85,0.5102,0.0742,0,24,Average Performing
2025-02-14,Services,Direct,Direct,9,11,0.3905,363.01,9.1,0.5969,0.1478,1,156,Average Performing
2025-02-14,Contact,Organic Search,Organic,2,2,0.5733,46.54,2.21,0.4312,0.0415,0,19,High Performing
2025-02-14,Products,Paid Search,Paid,11,14,0.5703,115.41,1.0,0.4009,0.0318,0,4,Low Performing
2025-02-14,FAQ,Direct,Direct,4,6,0.4847,34.91,3.14,0.4544,0.0349,1,58,Low Performing
2025-02-15,Landing Page,Paid Search,Paid,7,9,0.5056,322.41,5.35,0.5415,0.1119,1,117,Average Performing
2025-02-15,Contact,Referral,Referral,9,13,0.5895,75.88,1.0,0.3528,0.0215,0,64,High Performing
2025-02-15,Services,Referral,Referral,3,5,0.4383,61.46,3.43,0.4794,0.0461,0,24,Average Performing
2025-02-15,Services,Organic Search,Organic,7,8,0.6159,276.25,2.42,0.4026,0.0711,1,57,Average Performing
2025-02-15,Services,Direct,Direct,1,2,0.4991,182.05,2.4,0.5083,0.0098,0,15,Average Performing
2025-02-15,Landing Page,Organic Search,Organic,9,10,0.4566,295.71,3.79,0.6022,0.0619,0,73,Average Performing
2025-02-16,Home,Direct,Direct,3,4,0.5575,236.56,1.69,0.4351,0.0295,0,24,Low Performing
2025-02-16,Home,Direct,Direct,11,12,0.5271,135.18,2.14,0.4445,0.0547,0,43,Low Performing
2025-02-16,Pricing,Referral,Referral,6,7,0.5608,261.52,3.72,0.4972,0.033,0,55,High Performing
2025-02-16,Products,Paid Search,Paid,6,7,0.4655,188.58,2.76,0.6019,0.0691,0,32,Low Performing
2025-02-16,Contact,Organic Search,Organic,6,8,0.5824,104.48,1.48,0.3785,0.0639,0,34,High Performing
2025-02-16,Landing Page,Referral,Referral,11,11,0.4695,178.19,1.0,0.5152,0.057,2,62,Average Performing
2025-02-17,Landing Page,Organic Search,Organic,9,10,0.4826,408.03,3.48,0.5031,0.0585,2,140,Average Performing
2025-02-17,Home,Direct,Direct,1,1,0.5101,200.22,7.0,0.4584,0.0687,0,17,Low Performing
2025-02-17,Products,Organic Search,Organic,6,7,0.435,67.01,5.38,0.5779,0.0729,0,67,Low Performing
2025-02-17,Services,Organic Search,Organic,1,1,0.4224,122.03,3.43,0.6374,0.0594,0,7,Average Performing
2025-02-18,Pricing,Referral,Referral,2,3,0.6315,155.94,1.0,0.3518,0.0391,0,22,High Performing
2025-02-18,Pricing,Paid Search,Paid,2,3,0.4783,206.27,1.0,0.5382,0.03,0,15,High Performing
2025-02-18,Home,Direct,Direct,11,12,0.4872,92.95,2.76,0.5017,0.0555,1,101,Low Performing
2025-02-18,Services,Direct,Direct,7,8,0.5929,110.73,1.76,0.4444,0.0335,0,46,Average Performing
2025-02-18,Blog,Referral,Referral,8,8,0.3477,51.86,9.89,0.7131,0.1256,3,176,Average Performing
2025-02-18,Pricing,Organic Search,Organic,8,9,0.4777,77.96,4.11,0.4875,0.0979,1,77,High Performing
2025-02-19,Home,Organic Search,Organic,7,8,0.6338,309.36,3.64,0.3996,0.0418,1,55,Low Performing
2025-02-19,Services,Organic Search,Organic,10,12,0.5076,216.24,1.0,0.4722,0.0335,0,42,Average Performing
2025-02-19,Pricing,Paid Search,Paid,5,7,0.544,382.62,1.1,0.433,0.0267,0,53,High Performing
2025-02-19,Home,Organic Search,Organic,10,12,0.5158,170.85,2.54,0.4309,0.0531,0,72,Low Performing
2025-02-20,Landing Page,Social,Social,7,9,0.4435,68.67,1.52,0.5508,0.0427,0,48,Average Performing
2025-02-20,Services,Paid Search,Paid,2,3,0.4893,98.29,5.9,0.5636,0.114,1,29,Average Performing
2025-02-20,FAQ,Organic Search,Organic,7,7,0.425,212.57,5.53,0.5982,0.0851,1,101,Low Performing
2025-02-20,Products,Organic Search,Organic,2,5,0.4603,120.41,3.67,0.5776,0.0683,2,33,Low Performing
2025-02-20,Pricing,Organic Search,Organic,5,7,0.5003,107.13,1.0,0.4667,0.0589,0,36,High Performing
2025-02-20,Blog,Paid Search,Paid,1,3,0.5146,212.58,1.0,0.5305,0.0676,1,5,Average Performing
2025-02-21,FAQ,Social,Social,2,2,0.3766,100.15,5.9,0.6979,0.1136,0,31,Low Performing
2025-02-21,Products,Organic Search,Organic,10,11,0.4729,135.3,4.13,0.4138,0.0649,0,91,Low Performing
2025-02-21,Blog,Organic Search,Organic,11,12,0.4764,303.94,2.66,0.6029,0.078,3,127,Average Performing
2025-02-22,Checkout,Paid Search,Paid,10,12,0.4337,263.92,1.46,0.5936,0.0573,1,66,Average Performing
2025-02-22,Landing Page,Organic Search,Organic,3,3,0.4534,127.03,3.33,0.5328,0.0573,0,28,Average Performing
2025-02-23,Home,Organic Search,Organic,11,13,0.5197,185.28,1.47,0.4536,0.0229,2,56,Low Performing
2025-02-23,Pricing,Direct,Direct,11,12,0.3967,58.57,3.78,0.6151,0.0697,1,91,High Performing
2025-02-23,Blog,Referral,Referral,2,2,0.5107,211.08,2.34,0.4965,0.0461,0,8,Average Performing
2025-02-23,Home,Organic Search,Organic,1,3,0.5018,195.66,6.23,0.4684,0.0909,0,38,Low Performing
2025-02-23,Home,Organic Search,Organic,6,8,0.4144,140.39,1.75,0.5625,0.0142,0,42,Low Performing
2025-02-23,Blog,Social,Social,4,6,0.3556,465.35,1.16,0.5979,0.0255,0,23,Average Performing
2025-02-24,Blog,Paid Search,Paid,2,3,0.4615,49.9,5.16,0.5774,0.0888,0,29,Average Performing
2025-02-24,About,Direct,Direct,7,8,0.4403,236.47,2.73,0.5369,0.0825,1,40,High Performing
2025-02-24,Home,Social,Social,7,9,0.459,131.27,4.99,0.4938,0.0658,0,96,Low Performing
2025-02-24,Checkout,Paid Search,Paid,9,9,0.4168,548.46,1.42,0.5466,0.0414,0,52,Average Performing
2025-02-24,Contact,Referral,Referral,7,8,0.5201,177.48,1.29,0.4385,0.0396,0,49,High Performing
2025-02-24,Services,Organic Search,Organic,9,9,0.5276,88.57,1.02,0.4616,0.0291,0,73,Average Performing
2025-02-25,Landing Page,Organic Search,Organic,10,12,0.434,246.71,2.67,0.5287,0.0433,0,99,Average Performing
2025-02-25,Home,Paid Search,Paid,6,8,0.4702,250.97,3.07,0.5982,0.0511,0,74,Low Performing
2025-02-25,FAQ,Organic Search,Organic,8,10,0.4949,273.87,3.64,0.5269,0.0631,0,113,Low Performing
2025-02-25,Products,Direct,Direct,3,4,0.5209,127.88,1.0,0.4715,0.0365,0,24,Low Performing
2025-02-25,About,Paid Search,Paid,3,6,0.5575,233.3,4.82,0.4409,0.0821,1,39,High Performing
2025-02-25,Services,Organic Search,Organic,5,5,0.5467,136.46,6.0,0.3805,0.0962,1,62,Average Performing
2025-02-26,Home,Social,Social,8,10,0.6094,177.21,2.12,0.4381,0.0614,2,41,Low Performing
2025-02-26,Home,Referral,Referral,3,6,0.5628,94.74,1.32,0.4836,0.0417,0,36,Low Performing
2025-02-26,Blog,Paid Search,Paid,1,1,0.3838,425.66,4.68,0.6453,0.0937,0,10,Average Performing
2025-02-26,FAQ,Direct,Direct,11,12,0.4611,181.98,4.63,0.5207,0.0675,0,127,Low Performing
2025-02-26,Landing Page,Social,Social,9,10,0.4434,267.02,2.24,0.4724,0.0321,0,39,Average Performing
2025-02-26,FAQ,Direct,Direct,7,7,0.4449,20.3,1.81,0.4953,0.0394,1,38,Low Performing
2025-02-26,Services,Paid Search,Paid,1,3,0.4756,143.13,4.06,0.5257,0.069,0,26,Average Performing
2025-02-27,FAQ,Direct,Direct,10,12,0.4953,191.36,1.77,0.5377,0.0762,2,48,Low Performing
2025-02-27,Checkout,Organic Search,Organic,10,10,0.4135,326.4,1.4,0.5085,0.0385,0,19,Average Performing
2025-02-27,Products,Direct,Direct,6,9,0.476,291.0,1.72,0.5618,0.0423,1,48,Low Performing
2025-02-27,Services,Organic Search,Organic,11,14,0.4638,163.79,3.17,0.5504,0.0372,0,97,Average Performing
2025-02-27,FAQ,Direct,Direct,7,7,0.5457,147.82,2.29,0.4261,0.0549,0,23,Low Performing
2025-02-28,Home,Organic Search,Organic,7,7,0.4916,151.76,2.05,0.4405,0.0378,1,28,Low Performing
2025-02-28,Services,Organic Search,Organic,3,3,0.5121,98.09,4.86,0.4422,0.1096,0,38,Average Performing
2025-02-28,Home,Paid Search,Paid,5,8,0.5253,190.84,2.82,0.4631,0.0508,1,82,Low Performing
2025-03-01,About,Organic Search,Organic,8,9,0.4378,221.28,2.1,0.5826,0.0451,0,89,High Performing
2025-03-01,Pricing,Organic Search,Organic,8,9,0.3862,374.47,2.17,0.6254,0.0708,2,40,High Performing
2025-03-02,Services,Organic Search,Organic,3,5,0.4745,150.42,1.0,0.4893,0.0336,0,8,Average Performing
2025-03-02,Landing Page,Paid Search,Paid,2,2,0.4461,145.07,1.89,0.5684,0.0617,0,16,Average Performing
2025-03-02,Products,Paid Search,Paid,11,12,0.4145,89.3,1.33,0.578,0.019,0,55,Low Performing
2025-03-03,Blog,Organic Search,Organic,2,3,0.4616,206.58,1.0,0.4741,0.0316,0,13,Average Performing
2025-03-03,Blog,Direct,Direct,4,6,0.5032,192.86,3.22,0.4723,0.0668,0,50,Average Performing
2025-03-03,Pricing,Organic Search,Organic,11,13,0.4968,101.57,2.85,0.5327,0.0297,1,85,High Performing
2025-03-03,About,Social,Social,1,1,0.5352,126.32,4.99,0.4733,0.1081,0,12,High Performing
2025-03-03,Services,Organic Search,Organic,1,1,0.5674,442.32,1.0,0.4512,0.0628,0,6,Average Performing
2025-03-04,Products,Referral,Referral,5,6,0.4874,466.2,5.53,0.5671,0.1082,2,55,Low Performing
2025-03-04,Home,Organic Search,Organic,7,9,0.4965,84.47,2.58,0.4409,0.0451,0,37,Low Performing
2025-03-04,Landing Page,Referral,Referral,3,4,0.4597,236.28,6.33,0.5162,0.1127,1,52,Average Performing
2025-03-04,Products,Organic Search,Organic,7,10,0.4351,141.36,1.72,0.5317,0.0359,0,45,Low Performing
2025-03-04,Pricing,Organic Search,Organic,6,6,0.4403,64.03,3.01,0.5882,0.0491,0,36,High Performing
2025-03-05,Landing Page,Direct,Direct,4,5,0.5023,104.24,1.87,0.5258,0.0564,0,24,Average Performing
2025-03-05,About,Referral,Referral,5,7,0.4496,20.0,3.48,0.5639,0.0804,1,72,High Performing
2025-03-05,Blog,Organic Search,Organic,10,12,0.4819,47.57,1.0,0.4589,0.037,0,20,Average Performing
2025-03-05,Contact,Organic Search,Organic,2,3,0.5323,221.85,4.1,0.4692,0.0436,0,29,High Performing
2025-03-06,Home,Direct,Direct,10,12,0.4299,214.45,3.09,0.588,0.0851,2,103,Low Performing
2025-03-06,Landing Page,Direct,Direct,6,6,0.491,331.93,3.87,0.539,0.1108,1,58,Average Performing
2025-03-06,Landing Page,Referral,Referral,8,9,0.4316,88.07,3.8,0.525,0.0549,0,90,Average Performing
2025-03-06,Services,Social,Social,2,2,0.4746,120.93,4.28,0.5323,0.0451,0,17,Average Performing
2025-03-06,About,Paid Search,Paid,3,4,0.4941,34.21,1.0,0.4992,0.0178,0,5,High Performing
2025-03-07,Services,Direct,Direct,7,9,0.5179,283.2,3.59,0.5419,0.0662,0,75,Average Performing
2025-03-07,Home,Organic Search,Organic,10,12,0.4577,354.68,3.84,0.5568,0.0679,0,143,Low Performing
2025-03-07,Products,Organic Search,Organic,6,8,0.426,449.16,3.04,0.545,0.1089,2,47,Low Performing
2025-03-07,FAQ,Organic Search,Organic,10,11,0.5105,180.35,4.39,0.5523,0.0241,1,89,Low Performing
2025-03-08,Products,Referral,Referral,7,8,0.5371,177.21,5.13,0.4578,0.0704,1,97,Low Performing
2025-03-08,Home,Paid Search,Paid,11,12,0.5223,304.58,2.79,0.5169,0.0863,1,74,Low Performing
2025-03-08,Products,Social,Social,9,12,0.4853,138.59,2.78,0.5354,0.0463,0,70,Low Performing
2025-03-09,Home,Referral,Referral,6,9,0.3913,199.39,2.84,0.6585,0.0571,1,76,Low Performing
2025-03-09,Pricing,Organic Search,Organic,6,7,0.6443,141.14,1.23,0.3759,0.0389,0,27,High Performing
2025-03-09,Home,Referral,Referral,4,5,0.407,428.71,2.13,0.6094,0.0798,0,27,Low Performing
2025-03-09,Landing Page,Organic Search,Organic,4,6,0.3655,76.88,4.52,0.6154,0.0803,2,43,Average Performing
2025-03-09,Landing Page,Social,Social,6,8,0.5121,222.24,1.0,0.5137,0.0136,0,33,Average Performing
2025-03-09,Home,Organic Search,Organic,5,6,0.425,294.93,6.37,0.6447,0.0908,1,70,Low Performing
2025-03-09,Products,Paid Search,Paid,1,1,0.5125,393.54,1.86,0.5007,0.0643,0,3,Low Performing
2025-03-10,Services,Social,Social,3,4,0.333,42.84,3.02,0.6211,0.0483,1,29,Average Performing
2025-03-10,Pricing,Direct,Direct,9,9,0.5434,20.0,2.04,0.4823,0.06,2,54,High Performing
2025-03-10,Products,Paid Search,Paid,9,11,0.3309,150.62,10.34,0.7496,0.1548,1,252,Low Performing
2025-03-10,Blog,Social,Social,11,11,0.5751,37.93,2.49,0.3644,0.0456,1,57,Average Performing
2025-03-10,Home,Organic Search,Organic,7,7,0.4741,221.54,2.98,0.4948,0.0529,0,12,Low Performing
2025-03-10,Landing Page,Social,Social,10,11,0.5976,352.14,1.33,0.3783,0.0686,0,61,Average Performing
2025-03-10,FAQ,Direct,Direct,3,4,0.4861,39.5,3.8,0.5439,0.0428,0,43,Low Performing
2025-03-11,FAQ,Direct,Direct,1,3,0.4381,114.33,1.0,0.5698,0.0307,0,10,Low Performing
2025-03-11,Blog,Referral,Referral,11,11,0.5351,286.76,1.0,0.4519,0.0501,0,75,Average Performing
2025-03-11,Pricing,Paid Search,Paid,3,3,0.4388,36.09,4.49,0.6275,0.097,0,38,High Performing
2025-03-11,Services,Organic Search,Organic,9,9,0.5042,132.15,1.2,0.4653,0.0386,0,39,Average Performing
2025-03-11,Home,Paid Search,Paid,2,4,0.5844,106.9,1.55,0.3885,0.0264,0,26,Low Performing
2025-03-11,Checkout,Paid Search,Paid,2,3,0.4736,221.09,2.48,0.5157,0.0736,0,21,Average Performing
2025-03-11,Pricing,Organic Search,Organic,7,8,0.4609,200.11,1.0,0.5189,0.0505,1,38,High Performing
2025-03-11,Products,Direct,Direct,5,7,0.5129,173.43,3.61,0.4284,0.0514,0,58,Low Performing
2025-03-12,Products,Social,Social,9,12,0.4699,133.51,7.57,0.5552,0.122,0,195,Low Performing
2025-03-12,Blog,Direct,Direct,8,8,0.4741,24.21,1.96,0.5053,0.0414,0,26,Average Performing
2025-03-12,Landing Page,Social,Social,7,10,0.4715,98.75,1.0,0.565,0.0464,0,46,Average Performing
2025-03-12,Checkout,Referral,Referral,4,5,0.5028,161.79,5.54,0.5285,0.0832,1,66,Average Performing
2025-03-12,Home,Organic Search,Organic,7,9,0.5674,70.64,3.13,0.4358,0.0524,0,64,Low Performing
2025-03-12,Home,Direct,Direct,9,9,0.6048,241.14,1.0,0.4043,0.0405,1,45,Low Performing
2025-03-12,Pricing,Organic Search,Organic,10,11,0.4467,106.16,7.41,0.53,0.1255,0,136,High Performing
2025-03-12,FAQ,Organic Search,Organic,3,4,0.5241,202.02,1.65,0.474,0.041,0,12,Low Performing
2025-03-13,Services,Organic Search,Organic,3,4,0.3963,287.34,5.5,0.569,0.0677,0,62,Average Performing
2025-03-13,Checkout,Paid Search,Paid,1,2,0.5325,51.76,5.26,0.4549,0.0769,0,18,Average Performing
2025-03-13,Contact,Organic Search,Organic,2,4,0.4903,60.26,1.03,0.5088,0.0409,0,16,High Performing
2025-03-13,Blog,Organic Search,Organic,3,3,0.4955,65.56,2.57,0.5369,0.0716,0,21,Average Performing
2025-03-14,Home,Direct,Direct,1,2,0.3734,95.31,1.92,0.6233,0.0698,0,9,Low Performing
2025-03-14,Home,Paid Search,Paid,8,10,0.5082,125.29,2.99,0.5363,0.067,4,80,Low Performing
2025-03-14,Services,Organic Search,Organic,10,11,0.5509,86.18,2.23,0.4587,0.0402,0,74,Average Performing
2025-03-14,Contact,Social,Social,8,11,0.5003,70.81,1.73,0.4884,0.0643,0,78,High Performing
2025-03-15,FAQ,Direct,Direct,4,5,0.5594,94.12,1.0,0.4304,0.0365,0,14,Low Performing
2025-03-15,Services,Direct,Direct,11,11,0.4964,279.38,2.05,0.4628,0.0541,0,96,Average Performing
2025-03-15,Checkout,Direct,Direct,11,12,0.5403,164.72,1.99,0.4743,0.0216,0,101,Average Performing
2025-03-15,Pricing,Organic Search,Organic,11,13,0.5696,188.46,2.32,0.3836,0.0303,0,101,High Performing
2025-03-15,Home,Direct,Direct,2,2,0.3608,190.52,6.16,0.5609,0.0871,0,23,Low Performing
2025-03-15,Home,Direct,Direct,10,12,0.4496,47.86,1.82,0.5044,0.0502,0,41,Low Performing
2025-03-15,Contact,Direct,Direct,8,8,0.5133,231.79,5.92,0.5324,0.1215,1,126,High Performing
2025-03-16,Blog,Paid Search,Paid,1,1,0.417,174.54,1.64,0.6144,0.0614,0,6,Average Performing
2025-03-16,Home,Direct,Direct,4,6,0.5502,180.18,1.65,0.4536,0.0683,2,45,Low Performing
2025-03-16,Services,Paid Search,Paid,7,9,0.4159,195.66,7.41,0.5417,0.1139,2,142,Average Performing
2025-03-16,Services,Organic Search,Organic,3,5,0.5381,149.8,2.19,0.4238,0.0214,0,42,Average Performing
2025-03-16,Pricing,Referral,Referral,11,14,0.4639,146.18,1.68,0.5578,0.0085,0,73,High Performing
2025-03-16,Landing Page,Organic Search,Organic,5,6,0.4519,171.62,3.65,0.5267,0.0781,1,54,Average Performing
2025-03-16,Pricing,Paid Search,Paid,7,8,0.4703,534.25,2.83,0.5481,0.0616,1,33,High Performing
2025-03-17,Pricing,Direct,Direct,8,9,0.4757,69.56,1.02,0.5038,0.0221,0,51,High Performing
2025-03-17,Landing Page,Social,Social,6,8,0.5141,101.97,1.41,0.4749,0.0,0,47,Average Performing
2025-03-17,Contact,Direct,Direct,8,9,0.4677,238.1,4.3,0.5312,0.0908,0,86,High Performing
2025-03-17,Pricing,Direct,Direct,2,3,0.3814,165.43,2.57,0.5227,0.0409,1,15,High Performing
2025-03-17,Services,Direct,Direct,8,10,0.5251,99.01,1.84,0.4205,0.0418,0,32,Average Performing
2025-03-17,Landing Page,Paid Search,Paid,6,8,0.5562,88.93,3.96,0.4189,0.0665,1,56,Average Performing
2025-03-17,Products,Paid Search,Paid,3,3,0.4634,83.01,1.0,0.5139,0.0483,0,12,Low Performing
2025-03-17,Services,Organic Search,Organic,11,12,0.4782,365.7,1.88,0.5474,0.0649,0,44,Average Performing
2025-03-18,Products,Referral,Referral,11,12,0.4692,77.77,1.0,0.5771,0.0322,0,78,Low Performing
2025-03-18,Products,Referral,Referral,10,11,0.519,266.35,1.77,0.5249,0.0474,0,74,Low Performing
2025-03-18,Products,Organic Search,Organic,5,8,0.4788,56.1,3.42,0.5812,0.068,0,86,Low Performing
2025-03-18,Checkout,Direct,Direct,4,5,0.4463,207.23,4.46,0.6005,0.066,0,23,Average Performing
2025-03-18,Products,Referral,Referral,6,8,0.5068,370.07,3.35,0.4453,0.1043,3,73,Low Performing
2025-03-18,Pricing,Referral,Referral,7,7,0.4279,161.94,2.99,0.5427,0.0595,0,63,High Performing
2025-03-19,Blog,Organic Search,Organic,2,3,0.6201,93.37,1.1,0.38,0.0122,0,14,Average Performing
2025-03-19,Contact,Organic Search,Organic,7,7,0.4167,173.12,5.64,0.5726,0.0803,1,66,High Performing
2025-03-19,Landing Page,Organic Search,Organic,11,11,0.483,324.22,4.42,0.5444,0.0888,3,120,Average Performing
2025-03-19,Blog,Direct,Direct,6,6,0.4066,75.82,5.18,0.5121,0.1026,0,56,Average Performing
2025-03-19,Products,Social,Social,8,9,0.5592,20.0,2.33,0.3811,0.0318,0,71,Low Performing
2025-03-19,Products,Organic Search,Organic,11,13,0.5464,98.13,2.23,0.369,0.0294,0,62,Low Performing
2025-03-19,Home,Organic Search,Organic,2,3,0.5264,178.51,1.4,0.4933,0.0528,0,13,Low Performing
2025-03-20,Products,Organic Search,Organic,10,10,0.4936,41.85,1.0,0.4768,0.0275,0,44,Low Performing
2025-03-20,Contact,Organic Search,Organic,7,8,0.4563,258.0,4.21,0.4646,0.0961,1,67,High Performing
2025-03-20,Home,Direct,Direct,8,9,0.494,383.51,2.44,0.505,0.0671,1,63,Low Performing
2025-03-20,Pricing,Organic Search,Organic,9,10,0.4784,192.35,1.0,0.5066,0.0678,0,49,High Performing
2025-03-20,Contact,Referral,Referral,2,3,0.422,169.7,1.0,0.6261,0.0191,0,1,High Performing
2025-03-20,Blog,Social,Social,5,7,0.4206,111.57,4.52,0.6273,0.0603,0,82,Average Performing
2025-03-20,Checkout,Referral,Referral,5,8,0.5589,122.84,6.62,0.4093,0.0891,0,120,Average Performing
2025-03-20,Pricing,Organic Search,Organic,9,12,0.492,31.82,2.57,0.567,0.0331,0,74,High Performing
2025-03-20,Pricing,Direct,Direct,5,5,0.5781,129.43,1.8,0.3496,0.0512,0,38,High Performing
2025-03-21,Blog,Organic Search,Organic,11,12,0.414,62.03,2.3,0.5551,0.0538,0,87,Average Performing
2025-03-21,Landing Page,Paid Search,Paid,9,10,0.5142,217.52,2.05,0.5075,0.0412,1,31,Average Performing
2025-03-21,Contact,Organic Search,Organic,3,4,0.5545,199.58,1.0,0.4341,0.0256,0,16,High Performing
2025-03-21,Home,Organic Search,Organic,8,9,0.5604,61.35,4.72,0.4549,0.0777,1,96,Low Performing
2025-03-22,Services,Organic Search,Organic,4,6,0.4916,136.69,3.54,0.566,0.0595,0,22,Average Performing
2025-03-22,Home,Direct,Direct,2,2,0.4836,235.5,5.15,0.4508,0.0536,0,22,Low Performing
2025-03-22,Landing Page,Paid Search,Paid,1,1,0.4594,112.35,5.2,0.5526,0.1014,0,10,Average Performing
2025-03-22,Services,Organic Search,Organic,10,13,0.4283,258.28,5.29,0.5909,0.0887,1,182,Average Performing
2025-03-23,Blog,Direct,Direct,7,8,0.4791,454.19,1.0,0.5404,0.0583,1,25,Average Performing
2025-03-23,Services,Social,Social,9,9,0.5283,25.96,2.75,0.4495,0.0662,1,59,Average Performing
2025-03-23,Products,Social,Social,4,5,0.4498,126.47,3.61,0.5198,0.0974,0,49,Low Performing
2025-03-23,Pricing,Social,Social,7,8,0.4309,333.55,1.21,0.5776,0.0586,0,27,High Performing
2025-03-23,Home,Paid Search,Paid,6,6,0.3916,82.03,2.29,0.5905,0.0106,0,35,Low Performing
2025-03-23,Services,Direct,Direct,3,4,0.6018,217.72,2.78,0.4449,0.0606,0,26,Average Performing
2025-03-23,Contact,Referral,Referral,10,10,0.4958,213.08,2.9,0.4273,0.0297,0,46,High Performing
2025-03-24,Products,Organic Search,Organic,4,6,0.4122,464.01,4.12,0.5627,0.0857,0,52,Low Performing
2025-03-24,Landing Page,Organic Search,Organic,6,8,0.566,129.76,2.69,0.3437,0.0455,0,80,Average Performing
2025-03-24,Blog,Paid Search,Paid,3,4,0.4628,99.09,2.27,0.5617,0.0551,0,18,Average Performing
2025-03-24,Home,Direct,Direct,1,4,0.4765,144.64,2.98,0.5474,0.0593,1,29,Low Performing
2025-03-25,About,Direct,Direct,8,8,0.4825,217.94,8.41,0.4554,0.1262,1,143,High Performing
2025-03-25,Services,Organic Search,Organic,10,13,0.5601,82.55,1.26,0.4324,0.0568,0,56,Average Performing
